nom_loc,cve_col,nom_col,viviendas_totales,poblacion_total,pctj_mujeres,pctj_hombres,pctj_menores18,pctj_adultos18_59,pctj_60ymas,escolaridad_años_prom,nivel_escolaridad_prom,nom_col_norm
Hermosillo,2603000016260,PUEBLITOS SECC KIKAPU,144,363,46%,54%,31.7%,59.5%,8.8%,13.0,Preparatoria,PUEBLITOS SECC KIKAPU
Hermosillo,2603000016261,PUEBLITOS SECC PAPAGOS,170,487,49.3%,50.7%,35.3%,58.7%,6%,11.6,Secundaria,PUEBLITOS SECC PAPAGOS
Hermosillo,2603000016262,PUEBLITOS SECC PIMAS,130,338,50.6%,49.4%,32%,62.7%,5.3%,12.2,Secundaria,PUEBLITOS SECC PIMAS
Hermosillo,2603000016263,TORRE DE PLATA,181,587,50.4%,49.6%,34.2%,59.5%,6.3%,14.1,Preparatoria,TORRE DE PLATA
Hermosillo,2603000016265,BUENA VISTA SECCION AMANECER,280,766,49.6%,50.4%,36.9%,63.1%,0%,14.6,Preparatoria,BUENA VISTA SECCION AMANECER
Hermosillo,2603000016266,LADRILLERAS,880,2863,48%,52%,31.4%,61.4%,7.2%,9.4,Secundaria,LADRILLERAS
Hermosillo,2603000016288,4 DE MARZO,421,1383,49.2%,50.8%,32.8%,61.9%,5.4%,9.3,Secundaria,4 DE MARZO
Hermosillo,2603000016289,RESIDENCIAL LA CIMA,172,513,52.4%,47.6%,33.3%,64.7%,1.9%,14.9,Preparatoria,RESIDENCIAL LA CIMA
Hermosillo,2603000016290,MARTIN VALENCIA,20,61,45.9%,54.1%,36.1%,50.8%,13.1%,9.5,Secundaria,MARTIN VALENCIA
Hermosillo,2603000016291,STANZA SOLARE,520,1210,50%,50%,28.5%,70.5%,1%,15.5,Licenciatura,STANZA SOLARE
Hermosillo,2603000016293,HIPICO,179,568,51.4%,48.6%,34.5%,61.1%,4.4%,15.3,Licenciatura,HIPICO
Hermosillo,2603000016298,MISION DE ANDALUCIA,99,257,54.1%,45.9%,31.1%,65.4%,3.5%,15.5,Licenciatura,MISION DE ANDALUCIA
Hermosillo,2603000016304,CORCELES,362,1125,52.9%,47.1%,30.4%,62.8%,6.8%,15.3,Licenciatura,CORCELES
Hermosillo,2603000016305,CORCELES SECC ALTER REAL,438,1311,51.2%,48.8%,33%,60.4%,6.6%,15.0,Licenciatura,CORCELES SECC ALTER REAL
Hermosillo,2603000016306,CORCELES SECC ARDENES,267,647,51.3%,48.7%,30.6%,60.6%,8.8%,15.9,Licenciatura,CORCELES SECC ARDENES
Hermosillo,2603000016308,OBISPOS,51,142,52.2%,47.8%,31.7%,64.8%,3.5%,14.5,Preparatoria,OBISPOS
Hermosillo,2603000016323,HACIENDAS DEL SUR,1717,4242,49.6%,50.4%,38%,60.3%,1.7%,11.1,Secundaria,HACIENDAS DEL SUR
Hermosillo,2603000016327,LAS PROVINCIAS,715,1885,52%,48%,33.3%,65.4%,1.4%,15.8,Licenciatura,LAS PROVINCIAS
Hermosillo,2603000016328,AMPLIACIN 4 DE MARZO,204,781,51%,49%,39.1%,54.8%,6.1%,8.2,Primaria,AMPLIACION 4 DE MARZO
Hermosillo,2603000016329,CATAVIÑA RESIDENCIAL,69,201,50.2%,49.8%,29.9%,62.7%,7.5%,15.1,Licenciatura,CATAVIÑA RESIDENCIAL
Hermosillo,2603000016335,VILLA VERDE CERRADA SAN VICENTE,261,715,47.6%,52.4%,40.4%,56.8%,2.8%,9.5,Secundaria,VILLA VERDE CERRADA SAN VICENTE
Hermosillo,2603000016336,FUENTE DE PIEDRA,1389,4520,48.8%,51.2%,40.2%,58.1%,1.7%,9.7,Secundaria,FUENTE DE PIEDRA
Hermosillo,2603000016339,ANTARA RESIDENCIAL,31,91,57.5%,42.5%,27.5%,59.3%,13.2%,14.2,Preparatoria,ANTARA RESIDENCIAL
Hermosillo,2603000016340,REAL DEL LLANO,533,1339,49.4%,50.6%,29.1%,62.5%,8.4%,13.3,Preparatoria,REAL DEL LLANO
Hermosillo,2603000016341,FRACCIONAMIENTO CASA REAL,263,695,50.5%,49.5%,35.8%,57.7%,6.5%,9.8,Secundaria,FRACCIONAMIENTO CASA REAL
Hermosillo,2603000016342,VILLAS DEL PRADO,1365,3834,50.7%,49.3%,38.6%,58.2%,3.2%,9.9,Secundaria,VILLAS DEL PRADO
Hermosillo,2603000016358,CALIFORNIA PRIVADA MONTEBELLO,1541,3516,50.1%,49.9%,36.3%,62%,1.6%,13.7,Preparatoria,CALIFORNIA PRIVADA MONTEBELLO
Hermosillo,2603000016359,MONTEROSA RESIDENCIAL,470,1487,52.2%,47.8%,31%,62.2%,6.8%,15.4,Licenciatura,MONTEROSA RESIDENCIAL
Hermosillo,2603000016365,PUERTA DEL REY SECCION ALTADENA,702,2162,50.9%,49.1%,41.4%,58.2%,0.5%,10.2,Secundaria,PUERTA DEL REY SECCION ALTADENA
Hermosillo,2603000016367,PILARES PORTAL,24,80,43.8%,56.2%,33.8%,61.2%,5%,8.2,Primaria,PILARES PORTAL
Hermosillo,2603000016375,VALLADOLID,53,145,54.5%,45.5%,40%,60%,0%,13.5,Preparatoria,VALLADOLID
Hermosillo,2603000016377,BONANZA,26,57,45.2%,54.8%,42.1%,57.9%,0%,12.8,Secundaria,BONANZA
Hermosillo,2603000016387,AMPLIACION ALCATRACES,82,256,48%,52%,56.2%,39.5%,4.3%,7.6,Primaria,AMPLIACION ALCATRACES
Hermosillo,2603000016388,ARANDANOS SECCION VILLA HERMOSA,42,123,52.8%,47.2%,34.1%,61.8%,4.1%,11.5,Secundaria,ARANDANOS SECCION VILLA HERMOSA
Hermosillo,2603000016391,VERSALLES,152,516,51.2%,48.8%,26.7%,65.5%,7.8%,15.1,Licenciatura,VERSALLES
Hermosillo,2603000016405,FIRENZE RESIDENCIAL,129,436,50.5%,49.5%,34.9%,59.6%,5.5%,15.2,Licenciatura,FIRENZE RESIDENCIAL
Hermosillo,2603000016406,SAN RAFAEL,17,44,45.5%,54.5%,29.5%,70.5%,0%,15.2,Licenciatura,SAN RAFAEL
Hermosillo,2603000016407,VILLA SAUCES RESIDENCIAL,91,269,46.5%,53.5%,34.9%,61.3%,3.7%,14.1,Preparatoria,VILLA SAUCES RESIDENCIAL
Hermosillo,2603000016410,FRACCIONAMIENTO OASIS SOLERA,188,504,49.6%,50.4%,37.9%,60.3%,1.8%,12.4,Secundaria,FRACCIONAMIENTO OASIS SOLERA
Hermosillo,2603000016411,FRACCIONAMIENTO OASIS SANTA FE,121,269,50.2%,49.8%,28.6%,66.2%,5.2%,14.4,Preparatoria,FRACCIONAMIENTO OASIS SANTA FE
Hermosillo,2603000016415,PORTAL DEL PITIC,139,438,50.2%,49.8%,28.8%,65.5%,5.7%,14.3,Preparatoria,PORTAL DEL PITIC
Hermosillo,2603000016416,AZORES RESIDENCIAL,125,168,53.1%,46.9%,38.7%,59.5%,1.8%,14.4,Preparatoria,AZORES RESIDENCIAL
Hermosillo,2603000016417,ARGANGEL RESIDENCIAL,98,306,52.6%,47.4%,36.9%,58.5%,4.6%,14.0,Preparatoria,ARCANGEL RESIDENCIAL
Hermosillo,2603000016418,SANTA ENGRACIA PRIVADA RESIDENCIAL,4,19,52.6%,47.4%,42.1%,57.9%,0%,13.8,Preparatoria,SANTA ENGRACIA PRIVADA RESIDENCIAL
Hermosillo,2603000016419,SAN CARLOS RESIDENCIAL,39,104,51.9%,48.1%,45.2%,51%,3.8%,14.6,Preparatoria,SAN CARLOS RESIDENCIAL
Hermosillo,2603000016420,PASEO REAL RESIDENCIAL,568,1688,50.8%,49.2%,36.3%,60.6%,3.1%,14.1,Preparatoria,PASEO REAL RESIDENCIAL
Hermosillo,2603000016421,SOLEIL RESIDENCIAL,559,1513,51.4%,48.6%,34.8%,62.5%,2.7%,14.7,Preparatoria,SOLEIL RESIDENCIAL
Hermosillo,2603000016430,RIVELLO RESIDENCIAL,604,1507,50.7%,49.3%,32.2%,64.8%,2.9%,15.9,Licenciatura,RIVELLO RESIDENCIAL
Hermosillo,2603000016431,REAL DE SEVILLA,486,1335,50%,50%,30.6%,62.6%,6.8%,15.1,Licenciatura,REAL DE SEVILLA
Hermosillo,2603000016433,MONTALBAN RESIDENCIAL,149,390,52.1%,47.9%,40%,59.2%,0.8%,11.0,Secundaria,MONTALBAN RESIDENCIAL
Hermosillo,2603000016434,CAMPO GRANDE,705,2034,50.1%,49.9%,32.3%,65.4%,2.3%,15.5,Licenciatura,CAMPO GRANDE
Hermosillo,2603000016437,VERONA RESIDENCIAL,67,215,53%,47%,37.7%,60.9%,1.4%,15.2,Licenciatura,VERONA RESIDENCIAL
Hermosillo,2603000016439,LA CIMA II,179,497,51.7%,48.3%,28%,67.2%,4.8%,14.8,Preparatoria,LA CIMA II
Hermosillo,2603000016441,LA JOLLA SECCION VILLA DE LOS DIAMANTES,9,23,58.8%,41.2%,34.8%,65.2%,0%,12.9,Secundaria,LA JOLLA SECCION VILLA DE LOS DIAMANTES
Hermosillo,2603000016442,LA JOLLA SECCION VILLA TURQUESA,290,820,48.8%,51.2%,39.4%,56.5%,4.1%,12.1,Secundaria,LA JOLLA SECCION VILLA TURQUESA
Hermosillo,2603000016443,MONTEREAL,183,486,50.8%,49.2%,36%,64%,0%,13.1,Preparatoria,MONTEREAL
Hermosillo,2603000016445,GRANJA GUADALUPE,14,29,48.3%,51.7%,24.1%,75.9%,0%,14.9,Preparatoria,GRANJA GUADALUPE
Hermosillo,2603000016446,LAS PLACITAS,13,27,50%,50%,55.6%,29.6%,14.8%,9.3,Secundaria,LAS PLACITAS
Hermosillo,2603000016447,ALEGRANZA RESIDENCIAL,514,1326,49.5%,50.5%,33%,63.6%,3.5%,13.7,Preparatoria,ALEGRANZA RESIDENCIAL
Hermosillo,2603000016448,SIERRA BONITA,636,2020,49.1%,50.9%,35.2%,59%,5.8%,9.4,Secundaria,SIERRA BONITA
Hermosillo,2603000016449,MESAVERDE,90,216,53.2%,46.8%,31%,69%,0%,13.4,Preparatoria,MESAVERDE
Hermosillo,2603000016451,VILLA MERCEDES,425,1339,49.4%,50.6%,39.1%,58.2%,2.8%,10.5,Secundaria,VILLA MERCEDES
Hermosillo,2603000016458,SAN JUDAS TADEO,25,85,54.1%,45.9%,25.9%,62.4%,11.8%,8.6,Primaria,SAN JUDAS TADEO
Hermosillo,2603000016466,NATURA,545,1256,48.4%,51.6%,38.3%,61.7%,0%,11.2,Secundaria,NATURA
Hermosillo,2603000016467,CANTERAS RESIDENCIAL,157,380,51.3%,48.7%,37.4%,61.6%,1.1%,10.4,Secundaria,CANTERAS RESIDENCIAL
Hermosillo,2603000016468,PASEO DEL CID RESIDENCIAL,96,142,52.8%,47.2%,26.1%,73.9%,0%,15.1,Licenciatura,PASEO DEL CID RESIDENCIAL
Hermosillo,2603000016469,VELAS,37,46,55%,45%,34.8%,65.2%,0%,15.7,Licenciatura,VELAS
Hermosillo,2603000016470,VILLAS MONTECARLO,117,375,50.6%,49.4%,31.5%,63.2%,5.3%,14.6,Preparatoria,VILLAS MONTECARLO
Hermosillo,2603000016472,PARQUE CENTRAL,826,2288,50.1%,49.9%,39.9%,58.9%,1.2%,10.2,Secundaria,PARQUE CENTRAL
Hermosillo,2603000016473,ACACIAS RESIDENCIAL,251,388,50.7%,49.3%,31.7%,64.9%,3.4%,13.8,Preparatoria,ACACIAS RESIDENCIAL
Hermosillo,2603000016474,CALIFORNIA PRIVADA SANTA MONICA,278,634,48.3%,51.7%,40.5%,57.1%,2.4%,14.2,Preparatoria,CALIFORNIA PRIVADA SANTA MONICA
Hermosillo,2603000016475,CALIFORNIA ETAPA V,663,1333,50.6%,49.4%,33.4%,65.4%,1.2%,13.3,Preparatoria,CALIFORNIA ETAPA V
Hermosillo,2603000016476,TOPACIO RESIDENCIAL,206,607,50.7%,49.3%,31.6%,67.7%,0.7%,15.1,Licenciatura,TOPACIO RESIDENCIAL
Hermosillo,2603000016477,PRIVADA SACRAMENTO,94,283,52.2%,47.8%,30.7%,65.4%,3.9%,14.1,Preparatoria,PRIVADA SACRAMENTO
Hermosillo,2603000016479,GALA III,438,1236,50.1%,49.9%,34.4%,64.7%,0.9%,10.6,Secundaria,GALA III
Hermosillo,2603000016481,CARDENO RESIDENCIAL,79,215,54.5%,45.5%,36.3%,58.1%,5.6%,15.3,Licenciatura,CARDENO RESIDENCIAL
Hermosillo,2603000016482,SANTA ANITA RESIDENCIAL,133,328,50.8%,49.2%,39.6%,60.4%,0%,14.3,Preparatoria,SANTA ANITA RESIDENCIAL
Hermosillo,2603000016497,ALONDRAS RESIDENCIAL,68,148,54.1%,45.9%,26.4%,73.6%,0%,15.5,Licenciatura,ALONDRAS RESIDENCIAL
Hermosillo,2603000016498,STANZA FLORENZA RESIDENCIAL,382,678,51.2%,48.8%,27.4%,68.9%,3.7%,13.3,Preparatoria,STANZA FLORENZA RESIDENCIAL
Hermosillo,2603000016501,QUINTA ESMERALDA,638,1417,50.2%,49.8%,39.3%,59.8%,0.9%,11.4,Secundaria,QUINTA ESMERALDA
Hermosillo,2603000016504,REAL DE TOLEDO,188,458,49%,51%,36%,60.9%,3.1%,15.3,Licenciatura,REAL DE TOLEDO
Hermosillo,2603000016505,BARCELONA RESIDENCIAL,42,78,55.3%,44.7%,19.2%,73.1%,7.7%,15.4,Licenciatura,BARCELONA RESIDENCIAL
Hermosillo,2603000016506,BADALONA,95,209,51.2%,48.8%,25.4%,70.3%,4.3%,12.6,Secundaria,BADALONA
Hermosillo,2603000016526,PRIVADAS DEL REY,278,808,49.1%,50.9%,40.6%,58.9%,0.5%,10.6,Secundaria,PRIVADAS DEL REY
Hermosillo,2603000016527,SIENA RESIDENCIAL,233,438,51.1%,48.9%,30.1%,66.4%,3.4%,15.9,Licenciatura,SIENA RESIDENCIAL
Hermosillo,2603000016536,PROYECTO RIO SONORA,67,189,42.5%,57.5%,29.1%,63.5%,7.4%,9.3,Secundaria,PROYECTO RIO SONORA
Hermosillo,2603000016546,RESIDENCIAL REAL DE CASTILLA,143,316,52.1%,47.9%,35.4%,62%,2.5%,15.1,Licenciatura,RESIDENCIAL REAL DE CASTILLA
Hermosillo,2603000016551,SAN FRANCISCO VALLE RESIDENCIAL,100,61,50.8%,49.2%,23%,77%,0%,16.0,Licenciatura,SAN FRANCISCO VALLE RESIDENCIAL
Hermosillo,2603000016560,TORRALBA RESIDENCIAL,193,201,46.1%,53.9%,29.4%,70.6%,0%,15.1,Licenciatura,TORRALBA RESIDENCIAL
Hermosillo,2603000016562,PRIVADAS SANTA CLARA,406,279,49.8%,50.2%,32.6%,67.4%,0%,11.6,Secundaria,PRIVADAS SANTA CLARA
Hermosillo,2603000016563,IBIZA,3,8,,,,,,,,IBIZA
Hermosillo,2603000016564,RESIDENCIAL LA RIOJA NORTE,107,355,49.3%,50.7%,32.7%,67.3%,0%,15.1,Licenciatura,RESIDENCIAL LA RIOJA NORTE
Hermosillo,2603000016565,ALTAFIRENZE RESIDENCIAL,125,315,51.4%,48.6%,34.9%,61%,4.1%,14.9,Preparatoria,ALTAFIRENZE RESIDENCIAL
Hermosillo,2603000016568,SEDONA RESIDENCIAL,34,17,46.2%,53.8%,41.2%,58.8%,0%,15.3,Licenciatura,SEDONA RESIDENCIAL
Hermosillo,2603000016569,ALTA MONACO,7,10,40%,60%,40%,60%,0%,18.7,Posgrado,ALTA MONACO
Hermosillo,2603000016571,EL SECRETO,171,196,51%,49%,30.6%,63.8%,5.6%,16.0,Licenciatura,EL SECRETO
Hermosillo,2603000016572,LA CORUÑA SECCION PRIVADA ORZAN,109,203,48.9%,51.1%,40.4%,59.6%,0%,14.8,Preparatoria,LA CORUÑA SECCION PRIVADA ORZAN
Hermosillo,2603000016578,AUREA RESIDENCIAL,186,320,50.6%,49.4%,38.8%,57.2%,4.1%,14.9,Preparatoria,AUREA RESIDENCIAL
Hermosillo,2603000016580,SANTA CRUZ,0,0,,,,,,,,SANTA CRUZ
Hermosillo,2603000016581,DALI,27,90,46.7%,53.3%,34.4%,52.2%,13.3%,14.7,Preparatoria,DALI
Hermosillo,2603000016582,TORRE DE PIEDRA,61,14,50%,50%,35.7%,64.3%,0%,10.7,Secundaria,TORRE DE PIEDRA
Hermosillo,2603000016583,PROYECTO VILLAS DEL COLORADO,129,216,43.1%,56.9%,47.2%,47.2%,5.6%,7.7,Primaria,PROYECTO VILLAS DEL COLORADO
Hermosillo,2603000016600,CERRADA VISTA AZUL,48,44,59.1%,40.9%,29.5%,70.5%,0%,15.6,Licenciatura,CERRADA VISTA AZUL
Hermosillo,2603000016601,CONCORDIA RESIDNCIAL,4,0,,,,,,,,CONCORDIA RESIDNCIAL
Hermosillo,2603000016607,RENACERES RESIDENCIAL,64,28,60.7%,39.3%,35.7%,64.3%,0%,13.6,Preparatoria,RENACERES RESIDENCIAL
Hermosillo,2603000016608,COLINAS DE SAN JAVIER,14,57,57.1%,42.9%,57.9%,42.1%,0%,15.3,Licenciatura,COLINAS DE SAN JAVIER
Hermosillo,2603000016611,CARDENO ETAPA CELESTE II,82,82,52.6%,47.4%,29.3%,64.6%,6.1%,14.5,Preparatoria,CARDENO ETAPA CELESTE II
Hermosillo,2603000016620,BILBAO,107,22,43.8%,56.2%,54.5%,45.5%,0%,13.8,Preparatoria,BILBAO
Hermosillo,2603000016621,TIERRA Y LIBERTAD,40,25,0%,100%,48%,16%,36%,3.7,Primaria no aprobada/terminada,TIERRA Y LIBERTAD
Hermosillo,2603000016623,CASTELINA,85,101,44.6%,55.4%,40.6%,59.4%,0%,11.4,Secundaria,CASTELINA
Hermosillo,2603000016626,EL ALAMO RESIDENCIAL,14,22,42.9%,57.1%,54.5%,45.5%,0%,13.6,Preparatoria,EL ALAMO RESIDENCIAL
Hermosillo,2603000016638,SALAMANCA,49,0,,,,,,,,SALAMANCA
Hermosillo,2603000016639,CORSICA,148,326,51.2%,48.8%,32.5%,67.5%,0%,15.2,Licenciatura,CORSICA
Hermosillo,2603000016640,VENTURA CLUB RESIDENCIAL,51,136,48.7%,51.3%,33.8%,55.1%,11%,15.3,Licenciatura,VENTURA CLUB RESIDENCIAL
Hermosillo,2603000016731,PITIC,961,2659,53.4%,46.6%,18.5%,50.6%,30.9%,14.7,Preparatoria,PITIC
Hermosillo,2603000016735,ALTA FIRENZE NORTE RESIDENCIAL,68,77,50.6%,49.4%,28.6%,71.4%,0%,14.9,Preparatoria,ALTA FIRENZE NORTE RESIDENCIAL
Hermosillo,2603000016740,PRIVADAS DE MIRADOR II,201,563,49.9%,50.1%,30.4%,65.7%,3.9%,12.2,Secundaria,PRIVADAS DE MIRADOR II
Hermosillo,2603000016741,SANTA BARBARA DE LA MISION,140,459,49.8%,50.2%,35.3%,61.2%,3.5%,15.0,Licenciatura,SANTA BARBARA DE LA MISION
Hermosillo,2603000016742,SANTA BARBARA DE LA BASILICA,111,355,53.2%,46.8%,29.9%,65.4%,4.8%,14.5,Preparatoria,SANTA BARBARA DE LA BASILICA
Hermosillo,2603000016743,SANTA BARBARA DEL MIRADOR,229,619,49.8%,50.2%,32.1%,63%,4.8%,13.7,Preparatoria,SANTA BARBARA DEL MIRADOR
Hermosillo,2603000016745,LA CORUÑA SECCION  PRIVADA ALMAR,0,0,,,,,,,,LA CORUÑA SECCION PRIVADA ALMAR
Hermosillo,2603000016746,LA CORUÑA SECCION PRIVADA RIAZOR,20,10,50%,50%,40%,60%,0%,13.6,Preparatoria,LA CORUÑA SECCION PRIVADA RIAZOR
Hermosillo,2603000016755,BONATERRA,49,0,,,,,,,,BONATERRA
Hermosillo,2603000016757,CERRADA CORONADO II,44,169,54.4%,45.6%,45%,52.7%,2.4%,13.0,Preparatoria,CERRADA CORONADO II
Hermosillo,2603000016758,CERRADA DE CORTES,67,217,55.3%,44.7%,35%,61.3%,3.7%,14.4,Preparatoria,CERRADA DE CORTES
Hermosillo,2603000016759,PASEOS DEL PEDREGAL SECCION II,532,1475,48.3%,51.7%,39.5%,58.2%,2.2%,9.3,Secundaria,PASEOS DEL PEDREGAL SECCION II
Hermosillo,2603000016760,PASEOS DEL PEDREGAL CERRADA DIAMANTE,214,649,48.5%,51.5%,41.1%,56.4%,2.5%,10.6,Secundaria,PASEOS DEL PEDREGAL CERRADA DIAMANTE
Hermosillo,2603000016761,PASEOS DEL PEDREGAL CERRADA PLATINO,200,643,50.9%,49.1%,43.7%,56.3%,0%,10.0,Secundaria,PASEOS DEL PEDREGAL CERRADA PLATINO
Hermosillo,2603000016762,PUERTA DEL REY SECCION MONTELENA,383,1074,49.8%,50.2%,38.9%,60.1%,0.9%,10.6,Secundaria,PUERTA DEL REY SECCION MONTELENA
Hermosillo,2603000016763,PUERTA DEL REY ETAPA III,680,1987,49.3%,50.7%,40.2%,59.8%,0%,10.7,Secundaria,PUERTA DEL REY ETAPA III
Hermosillo,2603000016764,PUERTA DEL REY SECCION CUEVAS,431,1204,48.2%,51.8%,42.6%,56.6%,0.7%,10.1,Secundaria,PUERTA DEL REY SECCION CUEVAS
Hermosillo,2603000016765,PUERTA DEL REY SECCION CALAFIA,577,1752,49.4%,50.6%,41%,58.5%,0.5%,10.6,Secundaria,PUERTA DEL REY SECCION CALAFIA
Hermosillo,2603000016766,PRIVADAS DEL REY ETAPA II,365,920,51.8%,48.2%,38.3%,61.7%,0%,10.3,Secundaria,PRIVADAS DEL REY ETAPA II
Hermosillo,2603000016769,PUERTA DEL REY SECCIN GALICIA,248,643,48.2%,51.8%,40.3%,58.8%,0.9%,10.4,Secundaria,PUERTA DEL REY SECCIN GALICIA
Hermosillo,2603000016770,VILLA VERDE CERRADA SANTO NIÑO,227,661,48.9%,51.1%,41.1%,56.6%,2.3%,9.3,Secundaria,VILLA VERDE CERRADA SANTO NIÑO
Hermosillo,2603000016771,VILLA VERDE CERRADA SAN NOE,211,601,51.9%,48.1%,42.6%,55.7%,1.7%,9.7,Secundaria,VILLA VERDE CERRADA SAN NOE
Hermosillo,2603000016772,VILLA VERDE CERRADA SAN JUDAS,95,293,49.1%,50.9%,41.3%,56.7%,2%,10.0,Secundaria,VILLA VERDE CERRADA SAN JUDAS
Hermosillo,2603000016773,VILLA VERDE CERRADA SANTO TOMAS,332,997,49.6%,50.4%,41.3%,57.4%,1.3%,9.4,Secundaria,VILLA VERDE CERRADA SANTO TOMAS
Hermosillo,2603000016774,VILLA VERDE CERRADA SAN ROGELIO,48,170,45.9%,54.1%,37.1%,60%,2.9%,9.9,Secundaria,VILLA VERDE CERRADA SAN ROGELIO
Hermosillo,2603000016776,PUERTA DEL REY SECCION TIERRA NUEVA,1191,3112,50.5%,49.5%,39%,59.6%,1.4%,9.2,Secundaria,PUERTA DEL REY SECCION TIERRA NUEVA
Hermosillo,2603000016777,VILLA VERDE CERRADA SAN RENE,275,870,49%,51%,37.9%,59.4%,2.6%,9.6,Secundaria,VILLA VERDE CERRADA SAN RENE
Hermosillo,2603000016778,VILLA VERDE CERRADA SAN FEDERICO,231,718,49%,51%,38.2%,59.6%,2.2%,9.2,Secundaria,VILLA VERDE CERRADA SAN FEDERICO
Hermosillo,2603000016779,VILLA VERDE CERRADA SAN JOEL,193,513,52%,48%,40.2%,58.3%,1.6%,8.9,Primaria,VILLA VERDE CERRADA SAN JOEL
Hermosillo,2603000016780,VILLA VERDE CERRADA SAN ADRIAN,169,532,50.2%,49.8%,42.1%,55.5%,2.4%,9.7,Secundaria,VILLA VERDE CERRADA SAN ADRIAN
Hermosillo,2603000016781,VERDE CERRADA SAN ROSENDO,104,294,53.7%,46.3%,35.4%,62.6%,2%,10.8,Secundaria,VERDE CERRADA SAN ROSENDO
Hermosillo,2603000016782,VILLA VERDE CERRADA SAN PEDRO,136,192,55.2%,44.8%,37.5%,62.5%,0%,10.8,Secundaria,VILLA VERDE CERRADA SAN PEDRO
Hermosillo,2603000016788,MONARCA,85,197,47.7%,52.3%,34.5%,58.4%,7.1%,13.9,Preparatoria,MONARCA
Hermosillo,2603000016793,PORTAL DE ROMANZA,399,1076,49.4%,50.6%,38.4%,61.3%,0.3%,11.6,Secundaria,PORTAL DE ROMANZA
Hermosillo,2603000016794,MONETT RESIDENCIAL,32,84,57.7%,42.3%,38.1%,57.1%,4.8%,13.5,Preparatoria,MONETT RESIDENCIAL
Hermosillo,2603000016811,ALTA VISTA,122,289,50.9%,49.1%,28.7%,69.6%,1.7%,12.6,Secundaria,ALTA VISTA
Hermosillo,2603000016812,BOSCO,105,201,50.7%,49.3%,25.9%,74.1%,0%,14.2,Preparatoria,BOSCO
Hermosillo,2603000016813,JARDIN REAL,28,20,52.9%,47.1%,25%,75%,0%,14.4,Preparatoria,JARDIN REAL
Hermosillo,2603000016819,PRIMERO  HERMOSILLO,0,0,,,,,,,,PRIMERO HERMOSILLO
Hermosillo,2603000016820,LA CANDELARIA RESIDENCIAL,37,116,50%,50%,25%,62.9%,12.1%,12.0,Secundaria,LA CANDELARIA RESIDENCIAL
Hermosillo,2603000016821,MONTESINOS,25,0,,,,,,,,MONTESINOS
Hermosillo,2603000016822,INVASION GIRASOLES,11,10,50%,50%,40%,60%,0%,9.3,Secundaria,INVASION GIRASOLES
Hermosillo,2603000016832,MONTE DE CALABRIA RESIDENCIAL,1,0,,,,,,,,MONTE DE CALABRIA RESIDENCIAL
Hermosillo,2603006696483,LA VICTORIA (NUEVACREACION),232,771,48.4%,51.6%,27.4%,59.9%,12.7%,9.1,Secundaria,LA VICTORIA (NUEVACREACION)
